name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_metallicity,star_mass,star_radius,star_sp_type,star_age,star_teff,star_alternate_names
BD+20 2457 c,Confirmed,12.47,,,12.47,,,,,,621.99,10.2,10.2,2.01,,,0.18,0.06,0.06,,,,0.01005,2009,23/02/2016,126.02,16.54,16.54,2453867.45,27.99,27.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,BD+20 2457,154.1875,19.8913889,9.75,,,,,200,-1,2.8,,K2II,,4127,
BD+20 274 c,Confirmed,4.2,,,4.2,,,,,,578.2,3.4,3.4,1.3,,,,,,,,,,2012,17/01/2013,,,,2453920.5,33.2,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,BD+20 274,25.9208333,21.005,9.36,,,,,,-0.46,0.8,17.3,K5,,4296,
BD+20 594 b,Confirmed,0.0513,0.019,0.019,0.0513,0.019,0.019,0.199,0.0098,0.012,41.6855,0.0031,0.0031,0.241,0.019,0.019,0,,,89.55,0.14,0.17,,2016,23/02/2016,,,,,,,,,,2457151.902,0.0047,0.0042,,,,,,,,,,,,,3.1,1.1,1.1,386,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,BD+20 594,53.65000001,20.59916669,11,,,,,152.1,-0.15,0.961,0.928,K0 ,3.34,5766,2MASS 03343623+2035574
BD+24 4697 b,Confirmed,53,3,3,53,3,3,,,,145.081,0.016,0.016,0.5,0.08,0.08,0.50048,0.00043,0.00043,,,,,2016,21/12/2018,66.35,0.09,0.09,2455986.042,0.037,0.037,,,,,,,,,,,,,,,,,,,2728.4,1.6,1.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"HIP 113698 b, 2MASS J23013928+2547169 b",,BD+24 4697,345.4138422,25.78792796,9.74,,,,,44.7922,-0.11,0.75,,K2V,,5077,"2MASS J23013928+2547169, HIP 113698"
BD+26 1888 b,Confirmed,26,2,2,26,2,2,,,,536.78,0.25,0.25,1.19,0.05,0.05,0.2675,0.0016,0.0016,,,,,2016,10/02/2016,1.3,0.7,0.7,2456548.3,0.9,0.9,,,,,,,,,,,,,,,,,,,805.1,1.3,1.3,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,BD+26 1888,135.6291667,25.88944447,9.76,,,,,38,0.02,0.76,,K7,,4748,
BD+48 738 b,Confirmed,0.91,,,0.91,,,,,,392.6,5.5,5.5,1,,,0.2,0.1,0.1,,,,,2011,23/02/2016,358.9,31.1,31.1,2454457.2,28.5,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,BD +48 738,40.7083333,49.5869444,9.14,,,,,,-0.2,0.74,11,K0III,,4414,
BD+49 828 b,Confirmed,1.6,0.2,0.4,1.6,0.2,0.4,,,,2590,180,300,4.2,0.2,0.32,0.35,0.1,0.24,,,,,2015,26/07/2015,170,32,32,2455470,170,200,,,,,,,,,,,,,,,,,,,18.8,2,6.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,BD+49 828,45.64166668,49.73000003,9.38,,,,,,-0.19,1.52,7.6,KO,2.3,4943,
BD-06 1339 b,Confirmed,0.027,0.004,0.004,0.027,0.004,0.004,,,,3.8728,0.0004,0.0004,0.0428,0.0007,0.0007,0,,,,,,,2013,04/05/2017,,,,2455220.5,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,GJ 221 b,,BD-06 1339,88.25,-5.9947,6.69,,,,,20,-0.14,0.7,,K7V/M0V,4.4,4324,GJ 221
BD-06 1339 c,Confirmed,0.17,0.03,0.03,0.17,0.03,0.03,,,,125.94,0.44,0.44,0.435,0.007,0.007,0,,,,,,,2013,04/05/2017,,,,2455264.2,17.6,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,GJ 221 c,,BD-06 1339,88.25,-5.9947,6.69,,,,,20,-0.14,0.7,,K7V/M0V,4.4,4324,GJ 221
BD-06 1339 d,Confirmed,0.091,0.063,0.057,0.091,0.063,0.057,,,,500,26,32,1.06,0.07,0.07,0.04,0.04,0.25,,,,,2014,04/05/2017,275,85,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,GJ 221 d,,BD-06 1339,88.25,-5.9947,6.69,,,,,20,-0.14,0.7,,K7V/M0V,4.4,4324,GJ 221
BD-08 2823 b,Confirmed,0.045,0.007,0.007,0.045,0.007,0.007,,,,5.6,0.02,0.02,0.056,0.002,0.002,0.15,0.15,0.15,,,,0.001327,2009,23/02/2016,30,100,100,2454637.7,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,BD-08 2823,150.2,-9.5166667,9.86,,,,,42.2,-0.07,0.74,,K3V,4.5,4746,
BD-08 2823 c,Confirmed,0.33,0.03,0.03,0.33,0.03,0.03,,,,237.6,1.5,1.5,0.68,0.02,0.02,0.19,0.09,0.09,,,,0.016114,2009,23/02/2016,127,21,21,2454193,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,BD-08 2823,150.2,-9.5166667,9.86,,,,,42.2,-0.07,0.74,,K3V,4.5,4746,
BD-10 3166 b,Confirmed,0.46,,,0.46,,,1.03,,,3.4878,0.0001,0.0001,0.046,,,0.0104,0.0192,0.0104,,,,0.000697,2000,24/02/2015,345.4,83.9,83.9,2451844.7,,,,,,,,,,,,,,,,,,,,,60.53,1.44,1.44,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Theoretical,,,BD-10 3166,164.6166667,-10.7702778,10.08,,,,,66,0.5,0.99,1.71,G4 V,4.18,5400,
BD-11 4672 b,Confirmed,0.53,0.05,0.05,0.53,0.05,0.05,,,,1667,33,33,2.28,0.07,0.07,0.05,0.05,0.05,,,,0.091575,2010,23/02/2016,,,,2455899,38,46,,,,,,,,,,,,,,,,,,,13.4,1,1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,BD-11 4672,278.3708333,-11.63611113,10.02,,,,,27.3,-0.48,0.571,0.52,K7V,4.4,4475,
BD-17 63 b,Confirmed,5.1,0.12,0.12,5.1,0.12,0.12,,,,655.6,0.6,0.6,1.34,0.02,0.02,0.54,0.005,0.005,,,,0.038728,2008,27/08/2014,112.2,1.9,1.9,2454627.1,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,BD-17 63,7.1416667,-16.2263889,9.62,,,,,34.6,-0.03,0.74,0.69,K5V,4.3,4714,
Barnard's  b,Confirmed,0.01016,0.00138,0.00138,0.01016,0.00138,0.00138,,,,232.8,0.41,0.38,,,,0.32,0.15,0.1,,,,,2018,21/11/2018,107,22,19,,,,,,,,,,,,,,,,,,,,,,1.2,0.12,0.12,105,3,3,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,Barnard's star,269.4541667,4.693333355,9.5,,,,,1.8,,0.163,0.178,M4V,8.5,3278,
CD-35 2722 b,Confirmed,31,8,8,,,,,,,,,,67,4,4,,,,,,,3.14554,2011,23/02/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,CD-35 2722,92.33004292,-35.82533225,10.98,,,,,21.3,0.04,0.4,,M1V,0.1,3680,
CFBDS 1458 A,Confirmed,24.1,15.9,15.9,,,,,,,,,,,,,,,,,,,,2010,16/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,"CFBDSIR J1458+1013 A, CFBDSIR 1458+10 A",,,224.6208333,10.22861113,,,,,,31.9,,,,,,,
CFBDS0059,Confirmed,22.5,17.5,17.5,,,,,,,,,,,,,,,,,,,,2008,16/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,CFBDS J005910.90-011401.3,,,14.79542917,-1.233647227,,,,,,13,,,,,,,
CFBDSIR J2149-0403 b,Confirmed,21,19,19,,,,,,,,,,,,,,,,,,,,2017,25/08/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,CFBDSIR J2149-0403,327.4466667,-4.052472225,,,,,,55.2,,,,T7,,,
CHXR 73 b,Confirmed,12,5,8,,,,,,,,,,200,,,,,,,,,,2006,25/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,CHXR 73,166.6208333,-77.6258333,,,,11.32,,,,0.35,,M3.25,0.002,,
CI Tau b,Confirmed,12.31,2.39,2.39,,,,,,,8.9965,0.0327,0.0327,,,,,,,45.7,1.1,1.1,,2016,07/03/2017,,,,,,,,,,,,,,,,,,,,,,,,,1084,250,250,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,CI Tau,68.46666668,22.84166669,13,,,,,,,0.8,,K4IV,0.002,,
CT Cha b,Confirmed,17,6,6,,,,2.2,0.6,0.6,,,,440,,,,,,,,,2.666667,2008,24/09/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,CT Cha,166.0375,-76.4552778,12.36,,,,,165,,,,K7,0.002,,
CVSO 30 b ,Confirmed,6.2,1.7,1.9,5.5,1.4,1.4,1.91,0.21,0.21,0.448413,4.00E-05,4.00E-05,0.00838,0.00072,0.00072,,,,61.8,3.7,3.7,2.50E-05,2012,12/06/2016,,,,,,,,,,2455543.94,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,PTFO 8-8695 b,,CVSO 30,81.2833333,1.5733333,16.26,,,,,330,,0.39,1.39,M3 PMS,0.00265,3740,PTFO 8-8695
Cha Ha 8 b,Confirmed,25,7,7,25,7,7,,,,1895,132,132,1.02,0.06,0.06,0.59,0.22,0.22,,,,0.006375,2007,14/01/2019,106,26,26,2453163,214,214,,,,,,,,,,,,,,,,,,,2433,440,440,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,Cha Ha 8,166.9420441,-77.66914406,20.1,,,,,196.76,,0.085,,M6.5,0.003,2967,2MASS J11074610-7740089
CoRoT-1 b,Confirmed,1.03,0.12,0.12,,,,1.49,0.08,0.08,1.5089557,6.40E-06,6.40E-06,0.0254,0.0004,0.0004,0,,,85.1,0.5,0.5,5.50E-05,2007,24/01/2014,,,,,,,,,,2454159.453,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-1,102.0791667,-3.1022222,13.6,,,,,460,0.06,0.95,1.11,G0V,,6298,
CoRoT-10 b,Confirmed,2.75,0.14,0.14,,,,0.97,0.05,0.05,13.2406,0.0002,0.0002,0.1055,0.0021,0.0021,0.53,0.04,0.04,88.55,0.2,0.2,0.000306,2010,29/08/2014,218.9,6.4,6.4,2454990.85,0.08,0.08,,,,2454273.344,0.0012,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-10,291.0625,0.7461111,15.22,,,,,345,0.26,0.89,0.79,K1V,3,5075,
CoRoT-11 b,Confirmed,2.33,0.27,0.27,,,,1.43,0.033,0.033,2.994325,2.10E-05,2.10E-05,0.04351,0.00036,0.00036,0,,,81.41,0.17,0.17,7.80E-05,2010,17/08/2014,,,,,,,,,,2454597.68,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-11,280.6875,5.9377778,12.94,,,,,560,0.04,1.27,1.36,F6V,2,6343,
CoRoT-12 b,Confirmed,0.917,0.065,0.07,,,,1.44,0.13,0.13,2.828042,1.30E-05,1.30E-05,0.04016,0.00092,0.00092,0.07,0.042,0.042,85.48,0.77,0.77,3.50E-05,2010,16/08/2014,105,27,27,,,,,,,2454398.627,0.00036,0.00036,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-12,100.7666667,-1.2963889,15.52,,,,,1150,0.16,1.078,1.116,G2V,6.3,5675,
CoRoT-13 b,Confirmed,1.308,0.066,0.066,,,,0.885,0.014,0.014,4.03519,3.00E-05,3.00E-05,0.051,0.0031,0.0031,0,,,88.02,0.036,0.036,3.90E-05,2010,16/08/2014,,,,,,,,,,2454790.809,0.0006,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-13,102.7208333,-5.0863889,15.04,,,,,1310,0.01,1.09,1.01,G0V,1.64,5945,
CoRoT-14 b,Confirmed,7.6,0.6,0.6,,,,1.09,0.07,0.07,1.51214,0.00013,0.00013,0.027,0.002,0.002,0,,,79.6,0.8,0.8,2.00E-05,2010,24/01/2014,,,,2454787.67,,,,,,2454787.669,0.0053,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-14,103.425,-5.5361111,16.03,,,,,1340,0.05,1.13,1.21,F9V,4.2,6035,
CoRoT-15 b,Confirmed,63.4,4.1,4.3,63.3,4,4,1.12,0.15,0.3,3.06036,3.00E-05,3.00E-05,0.045,0.01,0.014,0,,,86.7,3.2,2.3,,2010,23/09/2015,,,,,,,,,,2454753.561,0.0011,0.0011,,,,,,,0.38,0.26,0.26,,,,7.36,0.11,0.11,1740,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-15,97.11666668,6.186241673,,,,,,,,,,F7V,,,2MASS J06282781+0611105
CoRoT-16 b,Confirmed,0.535,0.085,0.085,,,,1.17,0.14,0.14,5.35227,0.0002,0.0002,0.0618,0.0015,0.0015,0.33,0.1,0.1,85.01,1.2,1.2,7.40E-05,2010,24/01/2014,168.41,21,21,,,,,,,2454923.914,0.0022,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-16,278.525,-6.0025,15.64,,,,,840,0.19,1.098,1.19,G5V,6.73,5650,
CoRoT-17 b,Confirmed,2.43,0.16,0.16,,,,1.02,0.07,0.07,3.768125,0.000257,0.000257,0.0461,0.0008,0.0008,0,,,88.34,1.54,1.54,5.00E-05,2010,24/01/2014,,,,,,,,,,2454923.309,0.003613,0.003613,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-17,278.6958333,-6.6122222,15.46,,,,,920,0,1.04,1.59,G2V,10.7,5740,
CoRoT-18 b,Confirmed,3.47,0.38,0.38,,,,1.31,0.18,0.18,1.9000693,2.80E-06,2.80E-06,0.0295,0.0016,0.0016,0.08,inf,nan,86.5,0.9,0.9,3.40E-05,2011,24/01/2014,,,,,,,,,,2455321.724,0.00018,0.00018,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-18,98.17083335,0.031388901,14.99,,,,,870,-0.1,0.95,1,G9V,,5440,
CoRoT-19 b,Confirmed,1.11,0.06,0.06,,,,1.29,0.05,0.05,3.89713,2.00E-05,2.00E-05,0.0518,0.0008,0.0008,0.047,0.045,0.045,87.61,0.37,0.37,6.50E-05,2011,24/01/2014,86,60,60,,,,,,,2455257.441,0.0006,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-19,97.03333334,0.170555562,14.78,,,,,800,-0.02,1.21,1.65,F9V,5,6090,
CoRoT-2 b,Confirmed,3.31,0.16,0.16,,,,1.465,0.029,0.029,1.7429964,1.70E-06,1.70E-06,0.0281,0.0009,0.0009,0,,,87.84,0.1,0.1,9.40E-05,2007,25/01/2014,,,,,,,,,,2454706.404,0.003,0.003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-2,291.7791667,1.3838889,12.57,,,,,300,-0.04,0.97,0.902,G7V,,5575,
CoRoT-20 b,Confirmed,4.24,0.23,0.23,,,,0.84,0.04,0.04,9.24285,0,0,0.0902,0.0021,0.0021,0.562,0.013,0.013,88.21,0.53,0.53,7.30E-05,2011,10/07/2014,56.3,2.4,2.4,,,,,,,2455266,0.0014,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-20,97.730434,0.22692,14.66,,,,,1230,0.14,1.14,0.92,G2V,0.1,5880,
CoRoT-21 b,Confirmed,2.26,0.31,0.31,,,,1.3,0.14,0.14,2.72474,0.00014,0.00014,0.0417,0.0011,0.0011,0,,,86.8,2.1,2.1,,2011,24/01/2014,,,,,,,,,,2454399.028,0.0009,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-21,101.05245,-0.29913,16,,,,,,0,1.29,1.945,F8IV,4.1,6200,
CoRoT-22 b,Confirmed,0.06,0.0214,0.0941,,,,0.4354,0.0348,0.0152,9.75598,0.00011,0.00011,0.092,0.0014,0.0014,0.077,0.042,0.3,89.749,0.9,0.032,0.000149,2011,20/11/2018,210,30,70,,,,,,,2454598.42,0.00051,0.00099,,,,,,,,,,,,,,,,885,,,,,,,,,Announced on a professional conference,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-22,280.6666667,6.225000011,11.93,,,,,592,0.17,1.099,1.136,G0IV,3.3,5939,
CoRoT-23 b,Confirmed,2.8,0.25,0.25,,,,1.08,0.13,0.13,3.6314,0.0001,0.0001,0.0477,0.0038,0.0038,0.16,0.017,0.017,85.7,1.5,1.5,8.00E-05,2011,26/01/2014,51.8,9,9,,,,,,,2455308.937,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-23,279.782615,4.3578,15.63,,,,,600,0.05,1.14,1.61,G0V,7.2,5900,
CoRoT-24 b,Confirmed,0.018,inf,nan,,,,0.33,0.04,0.04,5.1134,0.0006,0.0006,0.056,0.002,0.002,0,,,86.5,2,2,9.30E-05,2011,08/07/2014,,,,,,,,,,2454789.611,0.006,0.006,,,,,,,,,,,,,,,,1070,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,CoRoT-24,101.925,-3.719444461,,14.3,,,,600,0.3,0.91,0.86,K1V,11,4950,
CoRoT-24 c,Confirmed,0.088,0.035,0.035,,,,0.44,0.04,0.04,11.759,0.0063,0.0063,0.098,0.003,0.003,0,,,89,1,1.6,0.000163,2011,08/07/2014,,,,,,,,,,2454795.38,0.0265,0.0265,,,,,,,,,,,,,,,,850,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,CoRoT-24,101.925,-3.719444461,,14.3,,,,600,0.3,0.91,0.86,K1V,11,4950,
CoRoT-25 b,Confirmed,0.27,0.04,0.04,,,,1.08,0.1,0.3,4.86069,6.00E-05,6.00E-05,0.0578,0.0029,0.0029,,,,84.5,0.8,0.3,,2012,21/05/2014,,,,,,,,,,2454577.431,0.0008,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-25,280.6292,6.5139,15,,,,,1000,-0.01,1.09,1.19,G0V,5.2,6040,
CoRoT-26 b,Confirmed,0.52,0.05,0.05,,,,1.26,0.07,0.13,4.20474,5.00E-05,5.00E-05,0.0526,0.001,0.001,0,,,86.8,1,2.2,,2012,27/05/2014,,,,,,,,,,2454574.681,0.0008,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-26,279.75,6.97,15.76,,,,,1670,0.01,1.09,1.79,G8IV,8.6,5590,
CoRoT-27 b,Confirmed,10.39,0.55,0.55,,,,1.007,0.044,0.044,3.57532,6.00E-05,6.00E-05,0.0476,0.0066,0.0066,0.065,0.065,0,86.7,0.87,1.2,,2012,10/07/2014,,,,,,,,,,2455748.684,0.001,0.001,,,,,,,,,,,,,,,,1500,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-27,278.4958,5.5386,15.54,,,,,,0.1,1.05,1.08,G2,4.21,5900,
CoRoT-28 b,Confirmed,0.484,0.087,0.087,0.484,0.087,0.087,0.955,0.066,0.066,5.20851,0.00038,0.00038,0.059,0.0027,0.0027,0.047,0.038,0.055,,,,,2012,17/08/2015,126,61,140,,,,,,,2455755.847,0.0029,0.0029,,,,,,,0.24,0.09,0.09,,,,56.4,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-28,278.6875,5.5739,13.49,,,,,560,0.15,1.01,1.78,G8/9IV,12,5150,
CoRoT-29 b,Confirmed,0.85,0.2,0.2,0.85,0.2,0.2,0.9,0.16,0.16,2.85057,6.00E-06,6.00E-06,0.039,0.002,0.002,0.082,0.081,0.081,87.3,2.7,2.7,,2012,27/04/2015,87,210,49,,,,,,,2455753.115,0.001,0.001,,,,,,,0.43,0.44,0.44,,,,125,17,17,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-29,278.9042,6.4797,15.35,,,,,765,0.2,0.976,0.9,KOV,4.5,5260,
CoRoT-3 b,Confirmed,21.66,1,1,,,,1.19,0.1,0.1,4.2567994,5.00E-06,5.00E-06,0.057,0.003,0.003,0,,,85.9,0.8,0.8,8.40E-05,2008,15/08/2018,,,,,,,,,,2454283.138,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Theoretical,,,CoRoT-3,292.0541667,0.1219444,13.3,,,,,680,0.14,1.41,1.44,F3V,2,6558,
CoRoT-30 b,Confirmed,2.9,0.22,0.22,,,,1.009,0.08,0.08,9.06005,0.00024,0.00024,0.084,0.001,0.001,0.007,0.007,0.031,90,0.56,0.56,,2017,08/11/2018,178.1,100,100,,,,,,,2455665.515,0.0012,0.0012,,,,,,,0,0.16,0.16,,,,283,20,20,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,CoRoT-30,277.6,6.835833352,15.65,,,,,960,0.02,0.98,0.91,G3V,3,5660,
CoRoT-31 b,Confirmed,0.84,0.34,0.34,,,,1.46,0.3,0.3,4.62941,0.00075,0.00075,0.0586,0.0034,0.0034,0.02,0.02,0.16,83.2,2.3,2.3,,2017,08/12/2017,303.6,108,108,,,,,,,2455843.945,0.0044,0.0044,,,,,,,0.87,0.27,0.27,,,,88,35,35,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-31,94.82083334,-4.422222235,15.7,,,,,2190,0,1.25,2.15,G2IV,4.7,5370,
CoRoT-32 b,Confirmed,0.15,0.1,0.1,,,,0.57,0.06,0.06,6.71837,1.00E-05,1.00E-05,0.071,0.001,0.001,,,,89,0.5,0.5,,2017,13/09/2017,,,,,,,,,,2455901.811,0.002,0.002,,,,,,,,,,,,,,,,938,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-32,100.1958333,9.257500011,14,,,,,,0,1.09,0.79,G0VI,,5970,CoRoT-223977153
CoRoT-33 b,Confirmed,59.2,1.8,1.8,59,1.8,1.8,1.1,0.53,0.53,5.819143,1.80E-05,1.80E-05,0.0579,,,0.07,0.0016,0.0016,85.5,0.5,0.5,,2015,25/08/2015,179.3,0.87,0.87,,,,,,,2456676.399,0.0037,0.0037,,,,,,,1.04,0.06,0.06,,,,7061,9,9,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,CoRoT-33,279.6416667,5.624722241,14.7,,,,,,0.44,0.86,0.94,G9V,4.6,5225,"2MASS 18383391 + 0537287, USNO-A2 0900-13338694"
CoRoT-4 b,Confirmed,0.72,0.08,0.08,,,,1.19,0.05,0.05,9.20205,0.00037,0.00037,0.09,0.001,0.001,0,0,0,90,0.085,0.085,,2008,05/06/2013,,,,,,,,,,2454141.364,0.00089,0.00089,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-4,102.1958333,-0.6727778,13.7,,,,,,0.05,1.1,1.15,F8V,1,6190,
CoRoT-5 b,Confirmed,0.467,0.024,0.047,,,,1.33,0.047,0.047,4.0378962,1.90E-06,1.90E-06,0.04947,0.00029,0.00029,0.09,0.04,0.04,85.83,1.38,1.38,0.000124,2008,22/05/2014,231.7,48,48,,,,,,,2454400.199,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-5,101.2791667,0.8152778,14,,,,,400,-0.25,1,1.186,F9V,6.9,6100,
CoRoT-6 b,Confirmed,2.96,0.34,0.34,,,,1.166,0.035,0.035,8.886593,4.00E-06,4.00E-06,0.0855,0.0015,0.0015,0.1,inf,nan,89.07,0.3,0.3,,2009,05/06/2013,,,,2454595.614,0.0002,0.0002,,,,2454702.256,0.0003,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-6,281.075,6.6633333,13.9,,,,,,-0.2,1.055,1.025,F9V,,6090,
CoRoT-7 b,Confirmed,0.0149,0.003,0.003,,,,0.136,,,0.853585,2.40E-05,2.40E-05,0.0172,0.00029,0.00029,0.12,0.07,0.07,80.1,0.3,0.3,0.000115,2009,11/06/2017,,,,,,,,,,2454398.077,0.0015,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,CoRoT-7,100.9541667,-1.0627778,11.7,,,,,150,0.03,0.93,0.87,K0V,1.5,5313,
CoRoT-7 c,Confirmed,0.04266,0.0034,0.0034,0.0264,0.0028,0.0028,,,,3.698,0.003,0.003,0.046,,,0.12,0.06,0.06,,,,0.000307,2009,11/06/2017,,,,2454445,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,CoRoT-7,100.9541667,-1.0627778,11.7,,,,,150,0.03,0.93,0.87,K0V,1.5,5313,
CoRoT-8 b,Confirmed,0.2158,0.034,0.034,,,,0.5692,0.0196,0.0196,6.21229,3.00E-05,3.00E-05,0.063,0.001,0.001,0,,,88.4,0.1,0.1,0.000166,2010,20/11/2018,,,,,,,,,,2454238.974,0.0004,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,,,CoRoT-8,291.5875,1.4266667,14.8,,,,,380,0.3,0.88,0.77,K1V,3,5080,
